# INTERNAL / INTERMEDIATE -- full unmasked matrix, no min-support floor applied.
# The floor (config.MIN_SUPPORT) applies only to outputs/pairs_ranked.csv and the
# heatmaps. Do not publish or quote cells from this file directly.
,Children_Attending_Early_Childhood_Programs_Managed_by_DHS,Children_Receiving_Child_Welfare_Services,Children_Receiving_DHS_Funded_Out_of_School_Programs,Children_Receiving_Early_Intervention_Services,Children_in_Care,Families_Receiving_Child_Welfare_Services,Homeless_Population,Homicides,Individuals_Receiving_DHS_Services,Individuals_Receiving_Family_Strengthening_Programs,Individuals_Receiving_Homelessness_and_Housing_Services,Individuals_Receiving_Income_Supports,Individuals_Receiving_Intellectual_Disability_Services,Individuals_Receiving_Mental_Health_Services,Individuals_Receiving_Substance_Use_Disorder_Services,Involuntary_Commitments,Jail_Population,Mental_Health_Crises,Older_Adults_Receiving_Services,Overdoses,Parents_Receiving_Child_Welfare_Services,Suicides
Individuals_Receiving_Homelessness_and_Housing_Services,0.3504353270983126,1.7108208540757175,0.8575427420045185,0.485440121655204,1.8041858123340482,2.471142250452405,24.46038583146222,0.7110577276587854,2.9106316254480995,2.7196410234579558,24.46038583146222,0.8341832176777495,0.6307395088616043,2.214859321800064,3.514796309375737,2.3923331451929113,1.940010375826749,3.480836134194279,0.5998698357140027,1.149767946588823,2.692093891312386,0.12469185640507503
Individuals_Receiving_Income_Supports,0.4961099529789009,0.9533256501734402,0.6135713024981739,0.6766323714209889,1.0061917106237253,0.6254784172459389,0.8476011965108091,0.6546258952953867,0.9606340440786003,0.9946336000653838,0.8341832176777495,1.0622231508566653,1.0206361124033145,0.9689424937966542,0.9984665474373103,0.7730270674697407,0.7105017608301589,0.8126850138300201,0.3366231370726027,0.35112152674261266,0.7087990875241635,0.05956391500130834
Individuals_Receiving_Intellectual_Disability_Services,0.4809779964318538,1.378549034394062,0.6305308375594544,0.596663462398283,0.9755016405057311,0.6460345891778717,0.5406953230752232,0.0,4.5929761542077525,1.2367545400548472,0.6307395088616043,1.0206361124033148,83.93066037735849,3.702711579175941,0.8909280214892877,2.3453677550559258,1.600526895378694,2.733973202078206,0.68110088975003,0.6999524368089033,1.0790746106724531,0.0
Individuals_Receiving_Mental_Health_Services,0.27676927214470715,2.6627052644498304,1.394866305866526,1.0700706758282004,4.322265018081416,2.11896259042001,3.5553950894576287,0.6177425789322853,6.500073062029664,2.6622775529239044,2.214859321800064,0.9689424937966541,3.7027115791759404,9.65924759785028,3.979199876791584,9.643823649590239,3.4844179791725147,9.579253828923983,0.6437961433736358,0.9007486387684491,2.325424965631093,0.0820666745781672
Individuals_Receiving_Substance_Use_Disorder_Services,0.0,0.21100020734052108,0.17388976163311,0.0,0.2048743208583928,6.6143917604907365,5.380327442839323,0.7266974457086017,5.2621571807189875,2.818528248905967,3.514796309375737,0.9984665474373103,0.8909280214892877,3.979199876791584,41.66398688729316,3.817119756740032,10.087957530064047,5.445934517911197,0.6836682614717835,3.0639929704832727,7.310917167846582,0.07079691909480572
Involuntary_Commitments,0.30529142288488925,0.7729230015195451,0.44468575370127855,0.37872052104322157,1.4288784969176533,2.186975375739861,5.896728417250419,1.8583727893051107,6.490991123619642,1.5343296661867154,2.3923331451929117,0.7730270674697408,2.3453677550559258,9.643823649590239,3.817119756740033,106.54670658682633,4.6639196902352476,30.191910092857764,0.8646310696227927,1.2924543634489927,2.137557549495527,0.27157189444390745
Jail_Population,0.0,0.09499680575064544,0.0,0.0,0.0,2.868983425502423,4.92279721794368,2.6901033442411455,3.373990539132127,1.5237312311542275,1.940010375826749,0.710501760830159,1.600526895378694,3.484417979172515,10.087957530064049,4.6639196902352476,77.11629586824617,4.30020476615203,1.1687773226645102,2.4555605962595446,4.194655822163715,0.0
Mental_Health_Crises,0.0,2.521155929016056,0.6765115772664586,0.8184048526684524,4.117023964548793,2.5284072844911734,11.542567954675665,1.2850859453993932,6.44983095140528,2.294734849587932,3.480836134194278,0.81268501383002,2.7339732020782064,9.579253828923983,5.445934517911198,30.19191009285776,4.300204766152029,73.67826086956522,0.7297924282085939,1.4523387282855917,2.8834244505325746,0.0
Older_Adults_Receiving_Services,0.0,0.0,0.0,0.0,0.0,0.32689142050410835,0.7648086642460505,0.5555491183494602,1.0906501253313095,0.5760147590120324,0.5998698357140027,0.3366231370726027,0.6811008897500301,0.6437961433736358,0.6836682614717836,0.8646310696227927,1.1687773226645102,0.7297924282085939,31.851482785369054,1.5937815495332508,0.33750511569690295,0.05412316531073757
Overdoses,0.0,0.16617839004446996,0.6756256636977728,0.23975105009180442,0.0,5.840760027252554,1.185065219780281,11.764528271946682,1.0890948799913236,0.40659722627759465,1.1497679465888229,0.3511215267426126,0.6999524368089033,0.9007486387684491,3.0639929704832727,1.2924543634489927,2.4555605962595446,1.4523387282855917,1.5937815495332506,404.6997725549659,3.830868149361785,0.0
Parents_Receiving_Child_Welfare_Services,0.0,0.2993543184322794,0.1888563684128346,0.0,0.2697063678838633,59.16263921435499,2.738408124984227,6.1385639748450815,3.8965541116405573,5.101862662472909,2.692093891312386,0.7087990875241637,1.0790746106724531,2.3254249656310932,7.310917167846583,2.137557549495527,4.194655822163715,2.883424450532575,0.33750511569690295,3.830868149361785,75.41664311952529,0.19222593828256235
Suicides,0.0,0.12415139986896398,0.378568500602108,0.13433799280844946,0.0,0.7272691849283602,0.0,0.0,0.0883612310896131,0.1518838123648109,0.12469185640507502,0.05956391500130833,0.0,0.0820666745781672,0.07079691909480572,0.2715718944439074,0.0,0.0,0.05412316531073756,0.0,0.19222593828256235,453.5250637213254
